Latitude,Longitude,Depth,Magnitude,No,Cluster
0.769,0.696,0.035,0.305,43627,0
0.503,0.148,0.168,0.366,43628,3
0.218,0.761,0.14,0.538,43629,1
0.176,0.269,0.02,0.368,43630,0
0.703,0.438,0.012,0.677,43631,1
0.292,0.763,0.202,0.497,43632,3
0.098,0.437,0.087,0.539,43633,1
0.07,0.523,0.012,0.397,43634,0
0.28,0.198,0.012,0.304,43635,0
0.696,0.7,0.047,0.219,43636,0
0.549,0.551,0.012,0.3,43637,0
0.276,0.197,0.019,0.333,43638,0
0.74,0.735,0.012,0.29,43639,0
0.716,0.682,0.039,0.37,43640,0
0.433,0.691,0.037,0.228,43641,0
0.389,0.962,0.025,0.432,43642,1
0.717,0.048,0.027,0.342,43643,0
0.207,0.721,0.298,0.504,43644,3
0.196,0.709,0.255,0.535,43645,3
0.191,0.251,0.027,0.347,43646,0
0.717,0.692,0.041,0.395,43647,0
0.439,0.148,0.031,0.34,43648,0
0.536,0.6,0.012,0.462,43649,1
0.524,0.121,0.023,0.393,43650,0
0.639,0.607,0.176,0.51,43651,3
0.702,0.06,0.012,0.333,43652,0
0.199,0.721,0.307,0.509,43653,3
0.758,0.703,0.101,0.53,43654,1
0.729,0.051,0.051,0.398,43655,0
0.277,0.289,0.012,0.554,43656,1
0.926,0.636,0.012,0.882,43657,1
0.601,0.245,0.005,0.704,43658,1
0.323,0.699,1.0,0.676,43659,2
0.844,0.672,0.1,0.537,43660,1
0.536,0.601,0.012,0.4,43661,0
0.071,0.524,0.012,0.421,43662,1
0.62,0.821,0.015,0.387,43663,0
0.609,0.592,0.012,0.376,43664,0
0.478,0.35,0.012,0.726,43665,1
0.374,0.168,0.045,0.548,43666,1
0.993,0.006,0.012,0.314,43667,0
0.366,0.751,0.284,0.454,43668,3
0.384,0.186,0.012,0.281,43669,0
0.535,0.602,0.012,0.33,43670,0
0.692,0.678,0.012,0.358,43671,0
0.374,0.155,0.204,0.674,43672,3
0.207,0.529,0.012,0.399,43673,0
0.674,0.98,0.012,0.686,43674,1
0.653,0.625,0.123,0.451,43675,3
0.449,0.786,0.023,0.423,43676,1
0.313,0.706,0.521,0.496,43677,2
0.154,0.52,0.202,0.388,43678,3
0.808,0.725,0.259,0.403,43679,3
0.538,0.1,0.012,0.365,43680,0
0.787,0.693,0.012,0.426,43681,1
0.622,0.639,0.047,0.555,43682,1
0.751,0.799,0.012,0.649,43683,1
0.63,0.606,0.077,0.419,43684,1
0.258,0.743,0.27,0.48,43685,3
0.118,0.497,0.012,0.383,43686,0
0.603,0.793,0.012,0.444,43687,1
0.696,0.545,0.012,0.43,43688,1
0.339,0.146,0.012,0.466,43689,1
0.186,0.776,0.079,0.539,43690,1
0.846,0.075,0.012,0.24,43691,0
0.67,0.533,0.012,0.452,43692,1
0.816,0.656,0.729,0.621,43693,2
0.661,0.675,0.012,0.534,43694,1
0.447,0.725,0.012,0.352,43695,0
0.084,0.409,0.012,0.358,43696,0
0.135,0.533,0.236,0.252,43697,3
0.094,0.374,0.028,0.332,43698,0
0.266,0.794,0.151,0.528,43699,3
0.226,0.664,0.713,0.477,43700,2
0.588,0.559,0.012,0.23,43701,0
0.66,0.673,0.012,0.324,43702,0
0.476,0.033,0.012,0.735,43703,1
0.713,0.053,0.024,0.325,43704,0
0.085,0.413,0.012,0.462,43705,1
0.164,0.543,0.231,0.372,43706,3
0.085,0.413,0.012,0.449,43707,1
0.946,0.023,0.012,0.232,43708,0
0.146,0.479,0.405,0.403,43709,3
0.159,0.445,0.012,0.284,43710,0
0.447,0.974,0.033,0.474,43711,1
0.621,0.614,0.043,0.388,43712,0
0.54,0.598,0.017,0.306,43713,0
0.505,0.728,0.013,0.309,43714,0
0.594,0.857,0.02,0.56,43715,1
0.409,0.743,0.16,0.552,43716,3
0.832,0.604,0.668,0.518,43717,2
0.559,0.112,0.012,0.406,43718,1
0.675,0.626,0.032,0.324,43719,0
0.612,0.793,0.012,0.326,43720,0
0.592,0.708,0.012,0.453,43721,1
0.368,0.183,0.113,0.446,43722,1
0.085,0.557,0.075,0.381,43723,0
0.446,0.693,0.02,0.236,43724,0
0.35,0.754,0.291,0.456,43725,3
0.17,0.277,0.019,0.3,43726,0
0.222,0.62,0.86,0.445,43727,2
0.276,0.213,0.012,0.327,43728,0
0.343,0.152,0.012,0.412,43729,1
0.495,0.567,0.012,0.295,43730,0
0.643,0.619,0.156,0.362,43731,3
0.667,0.68,0.012,0.487,43732,1
0.07,0.523,0.012,0.349,43733,0
0.785,0.088,0.192,0.451,43734,3
0.04,0.396,0.012,0.427,43735,1
0.314,0.781,0.154,0.55,43736,1
0.497,0.578,0.012,0.242,43737,0
0.547,0.113,0.067,0.582,43738,1
0.889,0.019,0.032,0.258,43739,0
0.718,0.084,0.096,0.302,43740,0
0.838,0.717,0.156,0.489,43741,3
0.264,0.762,0.199,0.505,43742,3
0.538,0.321,0.012,0.625,43743,1
0.066,0.524,0.019,0.66,43744,1
0.084,0.153,0.012,0.762,43745,1
0.07,0.523,0.012,0.499,43746,1
0.063,0.523,0.012,0.361,43747,0
0.474,0.989,0.012,0.344,43748,0
0.597,0.848,0.012,0.493,43749,1
0.074,0.523,0.012,0.369,43750,0
0.776,0.676,0.025,0.334,43751,0
0.162,0.542,0.171,0.375,43752,3
0.069,0.526,0.012,0.48,43753,1
0.432,0.144,0.033,0.335,43754,0
0.747,0.701,0.095,0.552,43755,1
0.076,0.524,0.012,0.418,43756,1
0.137,0.508,0.144,0.327,43757,0
0.512,0.986,0.012,0.546,43758,1
0.571,0.55,0.012,0.319,43759,0
0.636,0.733,0.012,0.62,43760,1
0.572,0.55,0.012,0.304,43761,0
0.577,0.55,0.012,0.301,43762,0
0.137,0.509,0.152,0.371,43763,3
0.217,0.738,0.219,0.503,43764,3
0.748,0.686,0.012,0.496,43765,1
0.485,0.761,0.039,0.307,43766,0
0.571,0.55,0.012,0.29,43767,0
0.487,0.719,0.012,0.367,43768,0
0.727,0.696,0.127,0.366,43769,0
0.069,0.523,0.012,0.384,43770,0
0.929,0.026,0.012,0.418,43771,1
0.147,0.824,0.012,0.444,43772,1
0.61,0.09,0.02,0.406,43773,1
0.063,0.525,0.02,0.299,43774,0
0.37,0.664,0.585,0.474,43775,2
0.368,0.445,0.012,0.694,43776,1
0.865,0.659,0.012,0.747,43777,1
0.2,0.241,0.021,0.407,43778,1
0.676,0.6,0.163,0.423,43779,3
0.525,0.531,0.012,0.231,43780,0
0.866,0.013,0.025,0.559,43781,1
0.867,0.012,0.039,0.554,43782,1
0.562,0.383,1.0,0.639,43783,2
0.471,0.978,0.128,0.462,43784,3
0.864,0.678,0.117,0.524,43785,1
0.682,0.585,0.112,0.295,43786,0
0.005,0.232,0.012,0.654,43787,1
0.93,0.707,0.076,0.551,43788,1
0.07,0.523,0.012,0.245,43789,0
0.109,0.528,0.073,0.254,43790,0
0.729,0.573,0.012,0.404,43791,1
0.414,0.795,0.061,0.481,43792,1
0.074,0.523,0.012,0.466,43793,1
0.259,0.476,0.23,0.611,43794,3
0.67,0.587,0.143,0.312,43795,0
0.676,0.689,0.043,0.319,43796,0
0.194,0.731,0.212,0.522,43797,3
0.425,0.68,0.019,0.666,43798,1
0.392,0.139,0.136,0.64,43799,1
0.788,0.691,0.012,0.55,43800,1
0.08,0.545,0.072,0.447,43801,1
0.615,0.569,0.248,0.599,43802,3
0.494,0.568,0.012,0.426,43803,1
0.434,0.129,0.015,0.362,43804,0
0.86,0.02,0.012,0.58,43805,1
0.486,0.758,0.031,0.36,43806,0
0.54,0.533,0.012,0.284,43807,0
0.445,0.785,0.024,0.342,43808,0
0.48,0.582,0.012,0.22,43809,0
0.478,0.531,0.012,0.253,43810,0
0.196,0.202,0.013,0.567,43811,1
0.456,0.723,0.035,0.274,43812,0
0.181,0.265,0.167,0.557,43813,3
0.224,0.657,0.716,0.436,43814,2
0.375,0.169,0.036,0.48,43815,1
0.459,0.545,0.012,0.649,43816,1
0.698,0.722,0.144,0.615,43817,1
0.071,0.523,0.012,0.504,43818,1
0.444,0.146,0.033,0.346,43819,0
0.306,0.206,0.2,0.653,43820,3
0.526,0.568,0.012,0.307,43821,0
0.73,0.046,0.012,0.353,43822,0
0.721,0.047,0.017,0.472,43823,1
0.712,0.045,0.017,0.496,43824,1
0.728,0.718,0.147,0.509,43825,3
0.069,0.523,0.012,0.596,43826,1
0.061,0.522,0.012,0.635,43827,1
0.072,0.523,0.012,0.574,43828,1
0.073,0.522,0.012,0.577,43829,1
0.072,0.522,0.012,0.373,43830,0
0.072,0.522,0.012,0.259,43831,0
0.072,0.528,0.012,0.309,43832,0
0.062,0.519,0.012,0.282,43833,0
0.062,0.52,0.02,0.66,43834,1
0.077,0.523,0.012,0.563,43835,1
0.077,0.522,0.012,0.335,43836,0
0.06,0.519,0.012,0.296,43837,0
0.063,0.523,0.012,0.303,43838,0
0.071,0.525,0.012,0.499,43839,1
0.075,0.522,0.012,0.391,43840,0
0.076,0.524,0.012,0.282,43841,0
0.073,0.523,0.012,0.344,43842,0
0.068,0.521,0.012,0.526,43843,1
0.066,0.522,0.012,0.404,43844,1
0.071,0.523,0.012,0.417,43845,1
0.632,0.539,0.012,0.362,43846,0
0.807,0.039,0.013,0.408,43847,1
0.064,0.523,0.012,0.551,43848,1
0.7,0.648,0.171,0.56,43849,3
0.071,0.522,0.012,0.382,43850,0
0.07,0.522,0.013,0.323,43851,0
0.136,0.467,0.398,0.637,43852,3
0.075,0.522,0.021,0.23,43853,0
0.074,0.524,0.015,0.285,43854,0
0.17,0.28,0.025,0.301,43855,0
0.076,0.522,0.012,0.293,43856,0
0.068,0.523,0.012,0.519,43857,1
0.258,0.262,0.012,0.298,43858,0
0.073,0.523,0.012,0.449,43859,1
0.206,0.255,0.043,0.47,43860,1
0.075,0.522,0.012,0.52,43861,1
0.409,0.339,0.224,0.703,43862,3
0.113,0.336,0.012,0.355,43863,0
0.352,0.496,0.483,0.544,43864,2
0.731,0.683,0.012,0.51,43865,1
0.275,0.762,0.236,0.503,43866,3
0.063,0.523,0.012,0.489,43867,1
0.305,0.288,1.0,0.494,43868,2
0.073,0.524,0.012,0.398,43869,0
0.786,0.691,0.012,0.374,43870,0
0.449,0.93,0.134,0.463,43871,3
0.161,0.473,0.012,0.222,43872,0
0.076,0.523,0.012,0.468,43873,1
0.95,0.513,0.012,0.667,43874,1
0.066,0.52,0.012,0.603,43875,1
0.082,0.523,0.012,0.255,43876,0
0.749,0.568,0.012,0.331,43877,0
0.075,0.522,0.012,0.271,43878,0
0.378,0.158,0.029,0.343,43879,0
0.068,0.521,0.012,0.236,43880,0
0.914,0.704,0.088,0.479,43881,1
0.071,0.522,0.012,0.312,43882,0
0.07,0.522,0.012,0.292,43883,0
0.392,0.553,0.186,0.482,43884,3
0.343,0.173,0.037,0.475,43885,1
0.93,0.026,0.012,0.269,43886,0
0.071,0.522,0.012,0.333,43887,0
0.538,0.117,0.02,0.421,43888,1
0.492,0.029,0.012,0.528,43889,1
0.075,0.522,0.012,0.341,43890,0
0.077,0.522,0.012,0.387,43891,0
0.074,0.522,0.012,0.22,43892,0
0.068,0.535,0.024,0.281,43893,0
0.073,0.522,0.012,0.372,43894,0
0.257,0.262,0.012,0.377,43895,0
0.078,0.524,0.024,0.247,43896,0
0.09,0.514,0.012,0.219,43897,0
0.072,0.523,0.013,0.382,43898,0
0.153,0.508,0.158,0.31,43899,0
0.077,0.522,0.012,0.373,43900,0
0.311,0.735,0.462,0.444,43901,2
0.071,0.524,0.021,0.26,43902,0
0.681,0.576,0.138,0.334,43903,0
0.749,0.73,0.016,0.346,43904,0
0.533,0.601,0.012,0.427,43905,1
0.654,0.64,0.06,0.37,43906,0
0.7,0.674,0.012,0.311,43907,0
0.069,0.522,0.012,0.538,43908,1
0.075,0.522,0.012,0.324,43909,0
0.46,0.149,0.123,0.244,43910,0
0.102,0.333,0.012,0.564,43911,1
0.078,0.523,0.013,0.331,43912,0
0.139,0.304,0.012,0.331,43913,0
0.074,0.525,0.047,0.349,43914,0
0.067,0.521,0.012,0.318,43915,0
0.075,0.523,0.012,0.474,43916,1
0.304,0.611,0.017,0.419,43917,1
0.109,0.344,0.012,0.671,43918,1
0.339,0.134,0.438,0.648,43919,2
0.449,0.454,0.284,0.62,43920,3
0.544,0.473,0.61,0.563,43921,2
0.114,0.476,0.117,0.409,43922,3
0.823,0.719,0.013,0.537,43923,1
0.28,0.455,0.012,0.712,43924,1
0.076,0.522,0.012,0.432,43925,1
0.068,0.522,0.012,0.303,43926,0
0.067,0.525,0.012,0.267,43927,0
0.333,0.331,0.47,0.566,43928,2
0.173,0.281,0.029,0.344,43929,0
0.807,0.721,0.191,0.415,43930,3
0.168,0.518,0.028,0.433,43931,1
0.267,0.235,0.112,0.349,43932,0
0.48,0.972,0.016,0.408,43933,1
0.144,0.396,0.012,0.604,43934,1
0.604,0.672,1.0,0.43,43935,2
0.289,0.794,0.037,0.499,43936,1
0.641,0.608,0.048,0.345,43937,0
0.068,0.522,0.021,0.281,43938,0
0.476,0.529,0.012,0.226,43939,0
0.413,0.741,0.012,0.482,43940,1
0.384,0.148,0.012,0.285,43941,0
0.416,0.825,0.012,0.55,43942,1
0.069,0.523,0.012,0.292,43943,0
0.601,0.449,0.012,0.654,43944,1
0.056,0.522,0.012,0.366,43945,0
0.413,0.741,0.012,0.381,43946,0
0.696,0.693,0.027,0.383,43947,0
0.155,0.457,0.012,0.464,43948,1
0.423,0.332,0.111,0.733,43949,1
0.805,0.06,0.148,0.571,43950,1
0.477,0.531,0.012,0.273,43951,0
0.492,0.569,0.012,0.417,43952,1
0.072,0.523,0.012,0.482,43953,1
0.447,0.785,0.021,0.401,43954,0
0.794,0.692,0.012,0.513,43955,1
0.46,0.726,0.012,0.461,43956,1
0.913,0.032,0.012,0.348,43957,0
0.076,0.522,0.012,0.466,43958,1
0.854,0.483,0.012,0.651,43959,1
0.566,0.554,0.012,0.245,43960,0
0.151,0.577,0.012,0.343,43961,0
0.387,0.167,0.063,0.226,43962,0
0.753,0.704,0.156,0.4,43963,3
0.555,0.047,0.012,0.523,43964,1
0.071,0.525,0.024,0.257,43965,0
0.068,0.524,0.012,0.25,43966,0
0.067,0.524,0.012,0.242,43967,0
0.432,0.145,0.025,0.354,43968,0
0.359,0.174,0.039,0.373,43969,0
0.202,0.605,0.012,0.394,43970,0
0.069,0.522,0.012,0.3,43971,0
0.412,0.068,0.012,0.669,43972,1
0.052,0.277,0.012,0.576,43973,1
0.499,0.568,0.012,0.245,43974,0
0.072,0.523,0.012,0.471,43975,1
0.786,0.53,0.287,0.601,43976,3
0.424,0.203,0.012,0.568,43977,1
0.737,0.683,0.06,0.635,43978,1
0.736,0.699,0.12,0.313,43979,0
0.885,0.622,0.012,0.505,43980,1
0.286,0.799,0.143,0.481,43981,3
0.375,0.658,0.607,0.442,43982,2
0.602,0.137,0.246,0.282,43983,3
0.726,0.683,0.029,0.281,43984,0
0.761,0.593,0.012,0.491,43985,1
0.616,0.096,0.065,0.285,43986,0
0.281,0.289,0.012,0.321,43987,0
0.609,0.252,0.61,0.709,43988,2
0.463,0.774,0.037,0.538,43989,1
0.56,0.005,0.005,0.685,43990,1
0.728,0.365,0.012,0.752,43991,1
0.631,0.659,0.012,0.537,43992,1
0.81,0.728,0.282,0.51,43993,3
0.487,0.685,0.012,0.456,43994,1
0.475,0.186,0.368,0.469,43995,3
0.086,0.232,0.012,0.614,43996,1
0.486,0.757,0.012,0.282,43997,0
0.535,0.599,0.012,0.284,43998,0
0.075,0.522,0.012,0.223,43999,0
0.32,0.757,0.342,0.545,44000,3
0.321,0.545,0.012,0.542,44001,1
0.283,0.178,0.012,0.444,44002,1
0.078,0.524,0.012,0.236,44003,0
0.239,0.775,0.207,0.498,44004,3
0.067,0.523,0.016,0.269,44005,0
0.122,0.496,0.035,0.268,44006,0
0.213,0.78,0.013,0.487,44007,1
0.473,0.751,0.065,0.222,44008,0
0.218,0.467,0.012,0.644,44009,1
0.571,0.915,0.017,0.424,44010,1
0.304,0.716,0.493,0.485,44011,2
0.154,0.478,0.012,0.229,44012,0
0.624,0.081,0.41,0.586,44013,3
0.486,0.735,0.035,0.317,44014,0
0.449,0.785,0.012,0.344,44015,0
0.259,0.026,0.012,0.699,44016,1
0.072,0.524,0.012,0.256,44017,0
0.491,0.734,0.012,0.38,44018,0
0.098,0.528,0.063,0.267,44019,0
0.806,0.721,0.012,0.378,44020,0
0.138,0.496,0.132,0.293,44021,0
0.765,0.727,0.053,0.327,44022,0
0.16,0.535,0.22,0.456,44023,3
0.159,0.534,0.214,0.448,44024,3
0.079,0.523,0.012,0.244,44025,0
0.262,0.764,0.258,0.439,44026,3
0.2,0.716,0.211,0.477,44027,3
0.601,0.613,0.012,0.318,44028,0
0.072,0.522,0.024,0.382,44029,0
0.833,0.719,0.053,0.415,44030,1
0.072,0.524,0.013,0.238,44031,0
0.023,0.554,0.015,0.339,44032,0
0.487,0.762,0.017,0.328,44033,0
0.071,0.524,0.012,0.249,44034,0
0.474,0.725,0.017,0.348,44035,0
0.77,0.702,0.081,0.303,44036,0
0.071,0.523,0.012,0.23,44037,0
0.093,0.416,0.013,0.285,44038,0
0.778,0.059,0.853,0.457,44039,2
0.087,0.412,0.083,0.605,44040,1
0.094,0.417,0.012,0.295,44041,0
0.093,0.417,0.013,0.253,44042,0
0.098,0.415,0.036,0.239,44043,0
0.089,0.412,0.012,0.318,44044,0
0.092,0.413,0.012,0.403,44045,1
0.094,0.416,0.012,0.294,44046,0
0.101,0.416,0.024,0.242,44047,0
0.091,0.413,0.012,0.398,44048,0
0.108,0.417,0.013,0.301,44049,0
0.067,0.41,0.012,0.342,44050,0
0.453,0.886,0.027,0.407,44051,1
0.089,0.41,0.012,0.305,44052,0
0.091,0.416,0.012,0.269,44053,0
0.707,0.289,0.012,0.652,44054,1
0.097,0.413,0.012,0.343,44055,0
0.101,0.412,0.012,0.262,44056,0
0.104,0.417,0.012,0.226,44057,0
0.466,0.776,0.012,0.504,44058,1
0.096,0.413,0.032,0.303,44059,0
0.107,0.416,0.012,0.285,44060,0
0.1,0.416,0.012,0.269,44061,0
0.466,0.776,0.012,0.366,44062,0
0.082,0.412,0.012,0.439,44063,1
0.921,0.667,0.184,0.571,44064,3
0.325,0.845,0.012,0.286,44065,0
0.614,0.331,0.012,0.631,44066,1
0.105,0.417,0.012,0.254,44067,0
0.095,0.415,0.012,0.238,44068,0
0.277,0.207,0.024,0.275,44069,0
0.466,0.777,0.012,0.271,44070,0
0.687,0.654,0.012,0.337,44071,0
0.098,0.414,0.029,0.282,44072,0
0.605,0.618,0.012,0.426,44073,1
0.088,0.414,0.012,0.33,44074,0
0.518,0.849,0.021,0.345,44075,0
0.598,0.54,0.087,0.237,44076,0
0.523,0.849,0.017,0.456,44077,1
0.072,0.522,0.012,0.294,44078,0
0.069,0.522,0.012,0.237,44079,0
0.097,0.411,0.032,0.274,44080,0
0.092,0.412,0.012,0.251,44081,0
0.096,0.414,0.024,0.253,44082,0
0.09,0.415,0.012,0.267,44083,0
0.133,0.472,0.116,0.25,44084,0
0.654,0.622,0.167,0.375,44085,3
0.774,0.69,0.012,0.29,44086,0
0.101,0.402,0.012,0.287,44087,0
0.094,0.415,0.012,0.264,44088,0
0.132,0.459,0.113,0.255,44089,0
0.082,0.52,0.019,0.361,44090,0
0.07,0.524,0.012,0.405,44091,1
0.096,0.417,0.012,0.301,44092,0
0.098,0.523,0.02,0.264,44093,0
0.267,0.779,0.139,0.518,44094,1
0.278,0.562,0.052,0.252,44095,0
0.086,0.521,0.19,0.351,44096,3
0.68,0.076,0.012,0.375,44097,0
0.13,0.432,0.119,0.346,44098,0
0.724,0.696,0.108,0.493,44099,1
0.415,0.766,0.012,0.299,44100,0
0.219,0.276,0.012,0.33,44101,0
0.479,0.527,0.198,0.535,44102,3
0.235,0.622,0.772,0.483,44103,2
0.752,0.608,0.543,0.564,44104,2
0.637,0.17,0.514,0.636,44105,2
0.121,0.536,0.012,0.369,44106,0
0.087,0.414,0.012,0.405,44107,1
0.185,0.268,0.012,0.494,44108,1
0.106,0.524,0.051,0.437,44109,1
0.719,0.685,0.012,0.353,44110,0
0.628,0.659,0.065,0.529,44111,1
0.438,0.15,0.064,0.548,44112,1
0.361,0.16,0.04,0.377,44113,0
0.465,0.777,0.045,0.583,44114,1
0.808,0.01,0.012,0.384,44115,0
0.148,0.295,0.037,0.333,44116,0
0.188,0.563,0.012,0.406,44117,1
0.067,0.524,0.012,0.45,44118,1
0.195,0.262,0.005,0.614,44119,1
0.753,0.098,0.222,0.385,44120,3
0.194,0.284,0.012,0.548,44121,1
0.37,0.607,0.012,0.476,44122,1
0.665,0.673,0.012,0.398,44123,0
0.096,0.52,0.012,0.277,44124,0
0.226,0.185,0.012,0.397,44125,0
0.762,0.086,0.163,0.339,44126,3
0.466,0.778,0.035,0.395,44127,0
0.438,0.986,0.045,0.471,44128,1
0.092,0.508,0.012,0.706,44129,1
0.074,0.522,0.012,0.488,44130,1
0.058,0.522,0.012,0.337,44131,0
0.421,0.127,0.012,0.34,44132,0
0.079,0.52,0.012,0.299,44133,0
0.072,0.524,0.012,0.237,44134,0
0.072,0.522,0.012,0.497,44135,1
0.165,0.458,0.012,0.249,44136,0
0.072,0.516,0.027,0.37,44137,0
0.522,0.855,0.012,0.341,44138,0
0.077,0.524,0.015,0.245,44139,0
0.26,0.251,0.168,0.373,44140,3
0.465,0.714,0.012,0.303,44141,0
0.072,0.521,0.012,0.316,44142,0
0.125,0.555,0.135,0.289,44143,0
0.074,0.525,0.015,0.245,44144,0
0.515,0.983,0.012,0.525,44145,1
0.741,0.098,0.216,0.374,44146,3
0.466,0.97,0.012,0.359,44147,0
0.625,0.585,0.271,0.33,44148,3
0.468,0.971,0.012,0.321,44149,0
0.376,0.607,0.019,0.284,44150,0
0.768,0.088,0.159,0.272,44151,0
0.374,0.606,0.012,0.343,44152,0
0.126,0.521,0.171,0.373,44153,3
0.519,0.849,0.012,0.258,44154,0
0.168,0.495,0.035,0.315,44155,0
0.169,0.494,0.012,0.259,44156,0
0.727,0.722,0.097,0.254,44157,0
0.145,0.51,0.143,0.31,44158,0
0.468,0.97,0.012,0.331,44159,0
0.267,0.189,0.023,0.36,44160,0
0.73,0.045,0.028,0.285,44161,0
0.55,0.843,0.015,0.281,44162,0
0.704,0.671,0.017,0.349,44163,0
0.363,0.175,0.081,0.37,44164,0
0.164,0.535,0.222,0.293,44165,3
0.482,0.69,0.06,0.261,44166,0
0.267,0.153,0.012,0.411,44167,1
0.071,0.521,0.012,0.341,44168,0
0.512,0.042,0.686,0.543,44169,2
0.503,0.563,0.012,0.268,44170,0
0.904,0.685,0.101,0.413,44171,1
0.615,0.723,0.276,0.642,44172,3
0.396,0.134,0.047,0.819,44173,1
0.395,0.133,0.039,0.853,44174,1
0.091,0.408,0.121,0.834,44175,1
0.396,0.133,0.012,0.503,44176,1
0.91,0.779,0.012,0.711,44177,1
0.441,0.153,0.012,0.355,44178,0
0.649,0.306,0.59,0.736,44179,2
0.855,0.06,0.152,0.319,44180,0
0.863,0.728,0.068,0.488,44181,1
0.773,0.716,0.012,0.36,44182,0
0.394,0.131,0.031,0.541,44183,1
0.433,0.166,0.012,0.299,44184,0
0.406,0.089,0.012,0.757,44185,1
0.126,0.476,0.012,0.236,44186,0
0.144,0.503,0.048,0.356,44187,0
0.755,0.703,0.033,0.396,44188,0
0.308,0.825,0.04,0.355,44189,0
0.513,0.574,0.032,0.241,44190,0
0.1,0.483,0.035,0.288,44191,0
0.718,0.6,0.013,0.394,44192,0
0.392,0.138,0.02,0.382,44193,0
0.221,0.276,0.013,0.308,44194,0
0.729,0.682,0.012,0.385,44195,0
0.079,0.523,0.012,0.247,44196,0
0.072,0.522,0.028,0.322,44197,0
0.086,0.425,0.035,0.298,44198,0
0.118,0.63,0.081,0.263,44199,0
0.538,0.896,0.012,0.46,44200,1
0.422,0.783,0.012,0.727,44201,1
0.537,0.6,0.012,0.384,44202,0
0.391,0.155,0.027,0.28,44203,0
0.519,0.848,0.012,0.245,44204,0
0.229,0.259,0.012,0.237,44205,0
0.668,0.08,0.024,0.344,44206,0
0.449,0.845,0.012,0.529,44207,1
0.611,0.268,0.012,0.581,44208,1
0.511,0.149,0.183,0.257,44209,0
0.74,0.681,0.012,0.383,44210,0
0.711,0.633,0.012,0.436,44211,1
0.071,0.521,0.017,0.252,44212,0
0.463,0.743,0.012,0.255,44213,0
0.424,0.85,0.039,0.377,44214,0
0.354,0.65,0.21,0.624,44215,3
0.073,0.522,0.023,0.264,44216,0
0.121,0.476,0.012,0.249,44217,0
0.714,0.073,0.142,0.28,44218,0
0.622,0.331,0.012,0.728,44219,1
0.085,0.464,0.036,0.256,44220,0
0.076,0.415,0.013,0.332,44221,0
0.538,0.219,0.179,0.712,44222,1
0.074,0.522,0.012,0.246,44223,0
0.477,0.729,0.017,0.285,44224,0
0.096,0.465,0.012,0.227,44225,0
0.481,0.693,0.012,0.257,44226,0
0.117,0.523,0.104,0.263,44227,0
0.274,0.188,0.025,0.504,44228,1
0.038,0.526,0.017,0.328,44229,0
0.762,0.704,0.108,0.372,44230,0
0.077,0.418,0.012,0.385,44231,0
0.937,0.024,0.012,0.584,44232,1
0.437,0.85,0.012,0.303,44233,0
0.934,0.025,0.012,0.224,44234,0
0.479,0.927,0.012,0.317,44235,0
0.006,0.408,0.012,0.703,44236,1
0.988,0.006,0.012,0.267,44237,0
0.224,0.756,0.211,0.407,44238,3
0.054,0.546,0.012,0.243,44239,0
0.139,0.508,0.146,0.43,44240,3
0.468,0.776,0.012,0.279,44241,0
0.444,0.979,0.013,0.356,44242,0
0.123,0.519,0.099,0.251,44243,0
0.611,0.102,0.063,0.241,44244,0
0.948,0.027,0.012,0.256,44245,0
0.549,0.117,0.025,0.453,44246,1
0.074,0.524,0.012,0.304,44247,0
0.709,0.693,0.032,0.341,44248,0
0.902,0.035,0.012,0.269,44249,0
0.273,0.758,0.093,0.414,44250,1
0.149,0.487,0.012,0.233,44251,0
0.108,0.42,0.043,0.306,44252,0
0.524,0.567,0.012,0.229,44253,0
0.416,0.128,0.063,0.497,44254,1
0.711,0.679,0.012,0.431,44255,1
0.723,0.722,0.012,0.407,44256,1
0.522,0.568,0.012,0.37,44257,0
0.665,0.651,0.012,0.334,44258,0
0.26,0.425,0.012,0.728,44259,1
0.066,0.524,0.012,0.265,44260,0
0.25,0.617,0.858,0.811,44261,2
0.342,0.605,0.498,0.91,44262,2
0.815,0.069,0.023,0.539,44263,1
0.24,0.62,0.85,0.595,44264,2
0.169,0.496,0.012,0.265,44265,0
0.725,0.694,0.151,0.453,44266,3
0.152,0.539,0.211,0.251,44267,3
0.846,0.718,0.188,0.422,44268,3
0.088,0.524,0.012,0.221,44269,0
0.237,0.623,0.866,0.47,44270,2
0.189,0.517,0.02,0.296,44271,0
0.072,0.527,0.039,0.283,44272,0
0.236,0.62,0.911,0.417,44273,2
0.07,0.422,0.012,0.274,44274,0
0.069,0.523,0.012,0.34,44275,0
0.238,0.749,0.035,0.489,44276,1
0.558,0.545,0.012,0.573,44277,1
0.521,0.578,0.013,0.263,44278,0
0.125,0.505,0.108,0.235,44279,0
0.883,0.015,0.035,0.259,44280,0
0.652,0.648,0.017,0.383,44281,0
0.062,0.523,0.024,0.384,44282,0
0.073,0.522,0.012,0.344,44283,0
0.07,0.52,0.012,0.402,44284,0
0.451,0.887,0.016,0.433,44285,1
0.488,0.683,0.012,0.244,44286,0
0.175,0.495,0.019,0.316,44287,0
0.391,0.13,0.012,0.484,44288,1
0.15,0.498,0.242,0.409,44289,3
0.558,0.544,0.012,0.251,44290,0
0.954,0.029,0.012,0.231,44291,0
