Latitude,Longitude,Depth,Magnitude,No,Cluster
0.202,0.239,0.015,0.294,71128,0
0.518,0.981,0.017,0.576,71129,1
0.497,0.976,0.06,0.236,71130,0
0.517,0.981,0.015,0.302,71131,0
0.517,0.981,0.012,0.36,71132,0
0.152,0.483,0.017,0.335,71133,0
0.689,0.087,0.073,0.377,71134,0
0.139,0.487,0.012,0.307,71135,0
0.637,0.604,0.041,0.274,71136,0
0.04,0.548,0.021,0.433,71137,1
0.628,0.644,0.075,0.365,71138,0
0.175,0.555,0.012,0.269,71139,0
0.644,0.687,0.032,0.438,71140,1
0.448,0.728,0.032,0.245,71141,0
0.728,0.724,0.1,0.321,71142,0
0.068,0.519,0.012,0.356,71143,0
0.399,0.7,0.012,0.408,71144,1
0.684,0.077,0.069,0.406,71145,1
0.637,0.657,0.012,0.534,71146,1
0.11,0.365,0.016,0.563,71147,1
0.21,0.735,0.226,0.532,71148,3
0.308,0.737,0.389,0.54,71149,3
0.69,0.114,0.251,0.318,71150,3
0.689,0.684,0.012,0.303,71151,0
0.913,0.71,0.154,0.408,71152,3
0.675,0.655,0.015,0.287,71153,0
0.517,0.981,0.012,0.421,71154,1
0.185,0.519,0.032,0.227,71155,0
0.218,0.25,0.063,0.347,71156,0
0.653,0.638,0.048,0.262,71157,0
0.485,0.859,0.012,0.337,71158,0
0.174,0.257,0.012,0.309,71159,0
0.496,0.972,0.025,0.26,71160,0
0.158,0.5,0.012,0.258,71161,0
0.427,0.544,0.012,0.545,71162,1
0.838,0.045,0.012,0.345,71163,0
0.914,0.03,0.016,0.292,71164,0
0.149,0.53,0.174,0.266,71165,0
0.646,0.049,0.063,0.411,71166,1
0.399,0.915,0.012,0.407,71167,1
0.343,0.194,0.012,0.251,71168,0
0.502,0.57,0.012,0.386,71169,0
0.711,0.572,0.072,0.528,71170,1
0.71,0.54,0.012,0.254,71171,0
0.7,0.044,0.033,0.286,71172,0
0.7,0.043,0.032,0.361,71173,0
0.136,0.501,0.012,0.258,71174,0
0.69,0.583,0.057,0.306,71175,0
0.81,0.727,0.292,0.452,71176,3
0.294,0.773,0.198,0.533,71177,3
0.12,0.522,0.08,0.289,71178,0
0.116,0.34,0.012,0.439,71179,1
0.874,0.018,0.06,0.569,71180,1
0.188,0.267,0.035,0.442,71181,1
0.642,0.616,0.117,0.393,71182,3
0.374,0.152,0.015,0.533,71183,1
0.202,0.24,0.027,0.289,71184,0
0.645,0.613,0.178,0.407,71185,3
0.802,0.725,0.262,0.378,71186,3
0.636,0.608,0.115,0.315,71187,0
0.179,0.498,0.035,0.437,71188,1
0.094,0.469,0.037,0.29,71189,0
0.203,0.215,0.012,0.37,71190,0
0.65,0.688,0.032,0.285,71191,0
0.761,0.724,0.14,0.279,71192,0
0.65,0.616,0.182,0.271,71193,0
0.245,0.262,0.012,0.23,71194,0
0.477,0.532,0.012,0.278,71195,0
0.168,0.497,0.031,0.357,71196,0
0.594,0.704,0.012,0.366,71197,0
0.495,0.716,0.012,0.272,71198,0
0.791,0.7,0.101,0.335,71199,0
0.569,0.545,0.012,0.291,71200,0
0.822,0.725,0.278,0.516,71201,3
0.644,0.699,0.147,0.492,71202,3
0.642,0.049,0.025,0.384,71203,0
0.678,0.591,0.124,0.273,71204,0
0.57,0.09,0.012,0.506,71205,1
0.362,0.685,0.519,0.461,71206,2
0.496,0.731,0.012,0.288,71207,0
0.231,0.251,0.023,0.229,71208,0
0.156,0.424,0.012,0.297,71209,0
0.078,0.529,0.028,0.266,71210,0
0.474,0.737,0.017,0.316,71211,0
0.14,0.57,0.208,0.23,71212,0
0.539,0.982,0.012,0.26,71213,0
0.9,0.69,0.028,0.458,71214,1
0.828,0.696,0.012,0.398,71215,0
0.692,0.685,0.012,0.36,71216,0
0.149,0.363,0.084,0.328,71217,0
0.263,0.767,0.226,0.536,71218,3
0.163,0.534,0.212,0.28,71219,3
0.783,0.086,0.179,0.353,71220,3
0.942,0.023,0.012,0.234,71221,0
0.641,0.613,0.154,0.246,71222,0
0.073,0.484,0.024,0.419,71223,1
0.822,0.036,0.021,0.304,71224,0
0.616,0.59,0.013,0.286,71225,0
0.267,0.76,0.227,0.53,71226,3
0.741,0.683,0.015,0.376,71227,0
0.477,0.531,0.012,0.265,71228,0
0.208,0.239,0.016,0.299,71229,0
0.161,0.278,0.025,0.359,71230,0
0.476,0.531,0.012,0.302,71231,0
0.847,0.719,0.075,0.476,71232,1
0.174,0.492,0.021,0.33,71233,0
0.045,0.517,0.06,0.623,71234,1
0.498,0.992,0.012,0.29,71235,0
0.057,0.518,0.012,0.427,71236,1
0.704,0.563,0.012,0.306,71237,0
0.439,0.724,0.012,0.271,71238,0
0.187,0.267,0.036,0.312,71239,0
0.665,0.591,0.208,0.24,71240,0
0.063,0.519,0.015,0.331,71241,0
0.787,0.049,0.085,0.266,71242,0
0.057,0.519,0.012,0.519,71243,1
0.12,0.32,0.052,0.485,71244,1
0.486,0.525,0.012,0.248,71245,0
0.084,0.504,0.013,0.501,71246,1
0.628,0.61,0.104,0.224,71247,0
0.164,0.461,0.025,0.278,71248,0
0.378,0.173,0.036,0.288,71249,0
0.949,0.016,0.012,0.283,71250,0
0.826,0.705,0.012,0.509,71251,1
0.882,0.04,0.076,0.312,71252,0
0.057,0.518,0.012,0.557,71253,1
0.675,0.687,0.037,0.394,71254,0
0.447,0.735,0.012,0.26,71255,0
0.064,0.518,0.012,0.375,71256,0
0.811,0.709,0.025,0.415,71257,1
0.293,0.243,0.352,0.4,71258,3
0.451,0.982,0.146,0.463,71259,3
0.425,0.984,0.012,0.619,71260,1
0.425,0.983,0.019,0.602,71261,1
0.714,0.667,0.032,0.328,71262,0
0.767,0.087,0.168,0.33,71263,3
0.64,0.628,0.184,0.501,71264,3
0.466,0.978,0.017,0.411,71265,1
0.088,0.519,0.012,0.38,71266,0
0.148,0.557,0.203,0.447,71267,3
0.449,0.98,0.013,0.302,71268,0
0.053,0.518,0.012,0.362,71269,0
0.236,0.463,0.012,0.501,71270,1
0.693,0.684,0.012,0.311,71271,0
0.771,0.58,0.012,0.437,71272,1
0.216,0.747,0.184,0.535,71273,3
0.111,0.496,0.012,0.295,71274,0
0.294,0.658,0.77,0.569,71275,2
0.775,0.024,0.023,0.362,71276,0
0.642,0.113,0.012,0.256,71277,0
0.691,0.603,0.037,0.236,71278,0
0.608,0.58,0.012,0.271,71279,0
0.37,0.18,0.079,0.452,71280,1
0.534,0.985,0.012,0.34,71281,0
0.203,0.729,0.25,0.514,71282,3
0.146,0.329,0.051,0.474,71283,1
0.375,0.174,0.056,0.243,71284,0
0.733,0.722,0.159,0.27,71285,0
0.796,0.724,0.234,0.231,71286,3
0.48,0.73,0.012,0.242,71287,0
0.603,0.852,0.012,0.307,71288,0
0.749,0.091,0.012,0.246,71289,0
0.088,0.487,0.025,0.358,71290,0
0.823,0.047,0.012,0.224,71291,0
0.184,0.513,0.037,0.275,71292,0
0.454,0.891,0.041,0.295,71293,0
0.156,0.424,0.012,0.29,71294,0
0.149,0.57,0.222,0.51,71295,3
0.693,0.076,0.037,0.334,71296,0
0.506,0.558,0.012,0.22,71297,0
0.491,0.598,0.012,0.322,71298,0
0.774,0.673,0.037,0.404,71299,1
0.187,0.52,0.037,0.37,71300,0
0.488,0.107,0.032,0.301,71301,0
0.687,0.617,0.047,0.252,71302,0
0.167,0.436,0.251,0.291,71303,3
0.161,0.553,0.012,0.248,71304,0
0.577,0.103,0.029,0.354,71305,0
0.045,0.521,0.012,0.3,71306,0
0.488,0.744,0.013,0.309,71307,0
0.414,0.71,0.012,0.288,71308,0
0.562,0.682,0.012,0.545,71309,1
0.172,0.488,0.355,0.461,71310,3
0.56,0.684,0.037,0.493,71311,1
0.56,0.684,0.012,0.429,71312,1
0.539,0.117,0.023,0.317,71313,0
0.518,0.983,0.012,0.364,71314,0
0.831,0.051,0.013,0.292,71315,0
0.408,0.152,0.053,0.44,71316,1
0.865,0.689,0.012,0.415,71317,1
0.624,0.608,0.091,0.358,71318,0
0.593,0.707,0.012,0.286,71319,0
0.508,0.57,0.012,0.444,71320,1
0.52,0.567,0.012,0.225,71321,0
0.505,0.569,0.012,0.255,71322,0
0.665,0.673,0.012,0.398,71323,0
0.133,0.521,0.123,0.277,71324,0
0.181,0.493,0.024,0.302,71325,0
0.399,0.183,0.012,0.279,71326,0
0.505,0.994,0.012,0.376,71327,0
0.215,0.247,0.043,0.354,71328,0
0.448,0.726,0.012,0.248,71329,0
0.511,0.981,0.02,0.555,71330,1
0.564,0.684,0.053,0.705,71331,1
0.547,0.683,0.057,0.299,71332,0
0.575,0.69,0.023,0.315,71333,0
0.563,0.682,0.024,0.43,71334,1
0.559,0.683,0.023,0.386,71335,0
0.546,0.684,0.063,0.364,71336,0
0.562,0.682,0.017,0.453,71337,1
0.561,0.682,0.015,0.449,71338,1
0.561,0.682,0.021,0.441,71339,1
0.56,0.683,0.012,0.466,71340,1
0.56,0.683,0.017,0.391,71341,0
0.562,0.682,0.02,0.407,71342,1
0.557,0.683,0.021,0.458,71343,1
0.556,0.684,0.017,0.42,71344,1
0.56,0.682,0.021,0.439,71345,1
0.505,0.569,0.012,0.316,71346,0
0.533,0.166,0.012,0.41,71347,1
0.56,0.683,0.015,0.384,71348,0
0.566,0.684,0.023,0.625,71349,1
0.556,0.692,0.111,0.373,71350,0
0.556,0.679,0.071,0.354,71351,0
0.567,0.677,0.064,0.351,71352,0
0.663,0.067,0.012,0.315,71353,0
0.754,0.7,0.099,0.358,71354,0
0.448,0.751,0.012,0.31,71355,0
0.626,0.62,0.012,0.535,71356,1
0.557,0.684,0.012,0.393,71357,0
0.553,0.682,0.052,0.356,71358,0
0.556,0.684,0.012,0.319,71359,0
0.562,0.682,0.019,0.293,71360,0
0.558,0.682,0.055,0.279,71361,0
0.562,0.681,0.024,0.364,71362,0
0.558,0.683,0.016,0.418,71363,1
0.561,0.682,0.016,0.44,71364,1
0.559,0.683,0.012,0.412,71365,1
0.558,0.681,0.061,0.395,71366,0
0.177,0.471,0.031,0.548,71367,1
0.733,0.092,0.012,0.324,71368,0
0.8,0.638,0.407,0.482,71369,3
0.098,0.601,0.04,0.295,71370,0
0.466,0.975,0.027,0.314,71371,0
0.144,0.329,0.084,0.373,71372,0
0.755,0.089,0.012,0.239,71373,0
0.748,0.681,0.027,0.365,71374,0
0.167,0.448,0.012,0.296,71375,0
0.157,0.54,0.211,0.41,71376,3
0.706,0.567,0.012,0.262,71377,0
0.558,0.683,0.012,0.379,71378,0
0.558,0.683,0.012,0.319,71379,0
0.565,0.682,0.012,0.334,71380,0
0.1,0.402,0.029,0.336,71381,0
0.519,0.718,0.012,0.501,71382,1
0.659,0.109,0.012,0.391,71383,0
0.53,0.155,0.25,0.422,71384,3
0.463,0.514,0.012,0.312,71385,0
0.514,0.985,0.012,0.438,71386,1
0.545,0.681,0.103,0.282,71387,0
0.482,0.743,0.012,0.27,71388,0
0.889,0.687,0.037,0.28,71389,0
0.656,0.536,0.029,0.331,71390,0
0.738,0.096,0.195,0.251,71391,0
0.167,0.448,0.016,0.222,71392,0
0.716,0.633,0.347,0.347,71393,3
0.162,0.491,0.012,0.242,71394,0
0.511,0.565,0.012,0.265,71395,0
0.405,0.748,0.184,0.569,71396,3
0.672,0.619,0.012,0.309,71397,0
0.097,0.577,0.154,0.403,71398,3
0.64,0.607,0.184,0.275,71399,0
0.468,0.723,0.043,0.221,71400,0
0.482,0.744,0.012,0.416,71401,1
0.696,0.661,0.04,0.367,71402,0
0.482,0.155,0.155,0.43,71403,3
0.626,0.637,0.017,0.346,71404,0
0.158,0.536,0.215,0.354,71405,3
0.506,0.602,0.012,0.583,71406,1
0.508,0.602,0.012,0.435,71407,1
0.2,0.771,0.012,0.493,71408,1
0.505,0.602,0.012,0.6,71409,1
0.506,0.602,0.012,0.377,71410,0
0.486,0.744,0.013,0.285,71411,0
0.663,0.592,0.024,0.381,71412,0
0.505,0.603,0.012,0.372,71413,0
0.644,0.649,0.015,0.411,71414,1
0.485,0.742,0.012,0.406,71415,1
0.482,0.744,0.029,0.384,71416,0
0.463,0.977,0.041,0.643,71417,1
0.683,0.573,0.087,0.273,71418,0
0.485,0.744,0.012,0.319,71419,0
0.484,0.743,0.012,0.303,71420,0
0.506,0.602,0.012,0.403,71421,1
0.556,0.683,0.017,0.355,71422,0
0.506,0.603,0.016,0.409,71423,1
0.499,0.132,0.056,0.286,71424,0
0.505,0.602,0.012,0.366,71425,0
0.533,0.972,0.041,0.369,71426,0
0.823,0.058,0.019,0.349,71427,0
0.563,0.682,0.021,0.52,71428,1
0.562,0.682,0.012,0.4,71429,0
0.637,0.694,0.012,0.508,71430,1
0.505,0.602,0.012,0.384,71431,0
0.771,0.085,0.012,0.408,71432,1
0.538,0.685,0.012,0.385,71433,0
0.825,0.725,0.256,0.639,71434,3
0.139,0.53,0.15,0.309,71435,0
0.107,0.524,0.045,0.287,71436,0
0.564,0.684,0.029,0.624,71437,1
0.076,0.456,0.035,0.354,71438,0
0.567,0.681,0.012,0.343,71439,0
0.565,0.683,0.012,0.495,71440,1
0.562,0.682,0.012,0.465,71441,1
0.563,0.683,0.012,0.451,71442,1
0.628,0.609,0.067,0.268,71443,0
0.564,0.682,0.012,0.54,71444,1
0.564,0.683,0.012,0.562,71445,1
0.566,0.682,0.012,0.497,71446,1
0.561,0.683,0.012,0.536,71447,1
0.638,0.617,0.216,0.382,71448,3
0.559,0.683,0.012,0.462,71449,1
0.566,0.681,0.012,0.402,71450,0
0.323,0.194,0.051,0.275,71451,0
0.557,0.684,0.013,0.358,71452,0
0.161,0.537,0.219,0.275,71453,3
0.499,0.735,0.016,0.341,71454,0
0.564,0.68,0.013,0.428,71455,1
0.693,0.686,0.029,0.474,71456,1
0.561,0.683,0.012,0.399,71457,0
0.119,0.624,0.099,0.267,71458,0
0.564,0.682,0.036,0.494,71459,1
0.243,0.756,0.275,0.576,71460,3
0.183,0.493,0.027,0.4,71461,0
0.562,0.684,0.012,0.522,71462,1
0.718,0.719,0.02,0.376,71463,0
0.575,0.857,0.012,0.525,71464,1
0.208,0.218,0.012,0.423,71465,1
0.692,0.685,0.031,0.304,71466,0
0.57,0.856,0.012,0.338,71467,0
0.077,0.526,0.029,0.35,71468,0
0.412,0.148,0.053,0.35,71469,0
0.563,0.683,0.012,0.35,71470,0
0.734,0.679,0.012,0.396,71471,0
0.565,0.682,0.045,0.553,71472,1
0.333,0.153,0.012,0.581,71473,1
0.448,0.725,0.012,0.243,71474,0
0.668,0.587,0.223,0.305,71475,3
0.468,0.974,0.116,0.377,71476,0
0.085,0.533,0.068,0.315,71477,0
0.685,0.087,0.063,0.372,71478,0
0.108,0.395,0.035,0.287,71479,0
0.558,0.681,0.037,0.369,71480,0
0.167,0.629,0.207,0.408,71481,3
0.558,0.681,0.048,0.367,71482,0
0.486,0.744,0.012,0.364,71483,0
0.677,0.679,0.012,0.383,71484,0
0.153,0.537,0.182,0.61,71485,3
0.074,0.499,0.012,0.438,71486,1
0.398,0.176,0.112,0.277,71487,0
0.68,0.682,0.039,0.525,71488,1
0.139,0.376,0.124,0.453,71489,3
0.148,0.509,0.135,0.281,71490,0
0.527,0.126,0.052,0.322,71491,0
0.639,0.619,0.084,0.335,71492,0
0.791,0.693,0.016,0.444,71493,1
0.495,0.117,0.031,0.334,71494,0
0.688,0.552,0.012,0.35,71495,0
0.295,0.194,0.012,0.246,71496,0
0.173,0.272,0.015,0.529,71497,1
0.248,0.242,0.148,0.355,71498,3
0.668,0.587,0.228,0.493,71499,3
0.603,0.111,0.095,0.425,71500,1
0.112,0.523,0.084,0.481,71501,1
0.56,0.552,0.041,0.476,71502,1
0.549,0.554,0.012,0.324,71503,0
0.606,0.59,0.012,0.476,71504,1
0.626,0.538,0.031,0.302,71505,0
0.018,0.588,0.056,0.458,71506,1
0.465,0.778,0.012,0.434,71507,1
0.318,0.179,0.027,0.413,71508,1
0.682,0.592,0.103,0.36,71509,0
0.199,0.72,0.222,0.547,71510,3
0.56,0.683,0.012,0.408,71511,1
0.53,0.108,0.012,0.478,71512,1
0.723,0.583,0.012,0.384,71513,0
0.355,0.175,0.032,0.445,71514,1
0.24,0.234,0.048,0.325,71515,0
0.89,0.023,0.075,0.337,71516,0
0.497,0.989,0.025,0.238,71517,0
0.494,0.986,0.043,0.277,71518,0
0.794,0.699,0.073,0.481,71519,1
0.712,0.54,0.012,0.452,71520,1
0.576,0.577,0.012,0.377,71521,0
0.126,0.348,0.072,0.622,71522,1
0.161,0.497,0.306,0.292,71523,3
0.475,0.977,0.057,0.522,71524,1
0.593,0.092,0.013,0.318,71525,0
0.908,0.034,0.012,0.254,71526,0
0.581,0.704,0.012,0.383,71527,0
0.88,0.021,0.037,0.328,71528,0
0.539,0.883,0.015,0.402,71529,0
0.695,0.675,0.012,0.419,71530,1
0.678,0.687,0.037,0.421,71531,1
0.211,0.542,0.515,0.441,71532,2
0.165,0.543,0.232,0.41,71533,3
0.614,0.615,0.012,0.441,71534,1
0.839,0.716,0.019,0.441,71535,1
0.073,0.527,0.037,0.293,71536,0
0.666,0.678,0.012,0.458,71537,1
0.074,0.491,0.017,0.252,71538,0
0.466,0.978,0.024,0.27,71539,0
0.092,0.437,0.036,0.307,71540,0
0.649,0.052,0.033,0.371,71541,0
0.726,0.599,0.012,0.512,71542,1
0.72,0.6,0.015,0.505,71543,1
0.727,0.601,0.012,0.535,71544,1
0.717,0.696,0.021,0.408,71545,1
0.123,0.626,0.105,0.372,71546,0
0.739,0.672,0.012,0.386,71547,0
0.099,0.33,0.012,0.42,71548,1
0.208,0.742,0.211,0.597,71549,3
0.509,0.602,0.012,0.362,71550,0
0.667,0.557,0.092,0.25,71551,0
0.866,0.717,0.194,0.454,71552,3
0.305,0.327,0.741,0.527,71553,2
0.471,0.76,0.017,0.324,71554,0
0.787,0.693,0.077,0.596,71555,1
0.708,0.54,0.012,0.337,71556,0
0.544,0.1,0.013,0.333,71557,0
0.696,0.074,0.051,0.302,71558,0
0.683,0.575,0.355,0.27,71559,3
0.149,0.507,0.148,0.274,71560,0
0.217,0.228,0.012,0.353,71561,0
0.615,0.619,0.012,0.41,71562,1
0.663,0.621,0.312,0.393,71563,3
0.512,0.155,0.206,0.33,71564,3
0.45,0.725,0.012,0.234,71565,0
0.633,0.606,0.076,0.359,71566,0
0.532,0.6,0.013,0.391,71567,0
0.137,0.347,0.059,0.322,71568,0
0.173,0.281,0.028,0.397,71569,0
0.559,0.683,0.015,0.498,71570,1
0.165,0.488,0.012,0.278,71571,0
0.211,0.587,0.019,0.573,71572,1
0.924,0.655,0.024,0.574,71573,1
0.08,0.519,0.012,0.382,71574,0
0.661,0.586,0.223,0.244,71575,3
0.12,0.379,0.041,0.373,71576,0
0.273,0.192,0.032,0.415,71577,1
0.58,0.546,0.012,0.458,71578,1
0.697,0.694,0.024,0.404,71579,1
0.812,0.698,0.023,0.4,71580,0
0.621,0.82,0.013,0.331,71581,0
0.655,0.597,0.183,0.266,71582,0
0.175,0.552,0.012,0.378,71583,0
0.788,0.089,0.188,0.248,71584,0
0.502,0.569,0.012,0.318,71585,0
0.163,0.491,0.012,0.257,71586,0
0.474,0.53,0.012,0.445,71587,1
0.131,0.533,0.084,0.256,71588,0
0.21,0.586,0.024,0.369,71589,0
0.644,0.617,0.17,0.424,71590,3
0.176,0.513,0.036,0.244,71591,0
0.485,0.96,0.016,0.363,71592,0
0.428,0.545,0.012,0.266,71593,0
0.318,0.768,0.187,0.5,71594,3
0.683,0.592,0.135,0.493,71595,1
0.639,0.612,0.152,0.334,71596,0
0.848,0.67,0.041,0.358,71597,0
0.704,0.693,0.023,0.321,71598,0
0.426,0.87,0.012,0.419,71599,1
0.483,0.587,0.012,0.357,71600,0
0.455,0.862,0.012,0.39,71601,0
0.794,0.663,0.154,0.49,71602,3
0.455,0.862,0.012,0.394,71603,0
0.56,0.683,0.012,0.476,71604,1
0.723,0.667,0.053,0.489,71605,1
0.185,0.557,0.049,0.399,71606,0
0.12,0.508,0.1,0.37,71607,0
0.736,0.683,0.033,0.449,71608,1
0.881,0.675,0.15,0.506,71609,3
0.644,0.608,0.199,0.444,71610,3
0.66,0.63,0.164,0.468,71611,3
0.381,0.159,0.039,0.342,71612,0
0.643,0.605,0.207,0.349,71613,3
0.817,0.71,0.036,0.473,71614,1
0.66,0.594,0.207,0.371,71615,3
0.544,0.121,0.012,0.303,71616,0
0.55,0.097,0.012,0.416,71617,1
0.847,0.69,0.049,0.464,71618,1
0.737,0.724,0.088,0.602,71619,1
0.683,0.69,0.031,0.382,71620,0
0.572,0.533,0.012,0.364,71621,0
0.421,0.601,0.012,0.295,71622,0
0.573,0.905,0.016,0.33,71623,0
0.09,0.466,0.012,0.382,71624,0
0.591,0.124,0.009,0.262,71625,0
0.584,0.553,0.012,0.228,71626,0
0.148,0.454,0.029,0.269,71627,0
0.182,0.269,0.037,0.316,71628,0
0.801,0.002,0.017,0.462,71629,1
0.584,0.705,0.012,0.423,71630,1
0.473,0.722,0.053,0.269,71631,0
0.91,0.034,0.005,0.255,71632,0
0.629,0.539,0.012,0.25,71633,0
0.084,0.521,0.044,0.359,71634,0
0.238,0.461,0.689,0.525,71635,2
0.642,0.611,0.097,0.447,71636,1
0.198,0.239,0.023,0.302,71637,0
0.511,0.527,0.012,0.285,71638,0
0.14,0.38,0.159,0.331,71639,3
0.271,0.762,0.176,0.476,71640,3
0.159,0.542,0.21,0.31,71641,3
0.285,0.791,0.127,0.419,71642,3
0.629,0.092,0.044,0.267,71643,0
0.156,0.54,0.186,0.263,71644,0
0.497,0.959,0.023,0.345,71645,0
0.136,0.378,0.072,0.382,71646,0
0.592,0.554,0.012,0.491,71647,1
0.122,0.337,0.012,0.296,71648,0
0.155,0.489,0.012,0.284,71649,0
0.56,0.681,0.045,0.363,71650,0
0.151,0.548,0.016,0.273,71651,0
0.556,0.549,0.012,0.231,71652,0
0.511,0.958,0.032,0.391,71653,0
0.849,0.677,0.015,0.403,71654,1
0.671,0.76,0.012,0.42,71655,1
0.158,0.539,0.219,0.307,71656,3
0.144,0.559,0.219,0.301,71657,3
0.829,0.696,0.061,0.429,71658,1
0.666,0.581,0.227,0.249,71659,3
0.326,0.154,0.024,0.469,71660,1
0.497,0.964,0.108,0.273,71661,0
0.699,0.529,0.012,0.474,71662,1
0.425,0.718,0.012,0.367,71663,0
0.371,0.846,0.037,0.468,71664,1
0.152,0.554,0.218,0.244,71665,3
0.135,0.327,0.019,0.357,71666,0
0.142,0.327,0.059,0.278,71667,0
0.863,0.039,0.043,0.32,71668,0
0.147,0.297,0.077,0.308,71669,0
0.409,0.162,0.028,0.281,71670,0
0.88,0.687,0.053,0.248,71671,0
0.109,0.395,0.019,0.25,71672,0
0.568,0.554,0.012,0.241,71673,0
0.416,0.843,0.012,0.432,71674,1
0.431,0.841,0.013,0.342,71675,0
0.426,0.842,0.025,0.294,71676,0
0.635,0.625,0.163,0.371,71677,3
0.146,0.508,0.148,0.352,71678,3
0.82,0.679,0.013,0.328,71679,0
0.191,0.722,0.154,0.557,71680,1
0.644,0.614,0.195,0.279,71681,3
0.134,0.349,0.047,0.326,71682,0
0.403,0.892,0.013,0.393,71683,0
0.447,0.968,0.032,0.287,71684,0
0.213,0.587,0.045,0.368,71685,0
0.754,0.679,0.019,0.367,71686,0
0.709,0.716,0.013,0.405,71687,1
0.442,0.702,0.012,0.401,71688,0
0.868,0.69,0.048,0.458,71689,1
0.216,0.254,0.112,0.315,71690,0
0.558,0.683,0.012,0.376,71691,0
0.557,0.094,0.017,0.421,71692,1
0.344,0.208,0.13,0.286,71693,0
0.213,0.75,0.223,0.515,71694,3
0.143,0.385,0.155,0.315,71695,0
0.109,0.444,0.107,0.371,71696,0
0.239,0.761,0.222,0.516,71697,3
0.735,0.619,0.012,0.5,71698,1
0.489,0.856,0.136,0.388,71699,3
0.181,0.254,0.019,0.332,71700,0
0.453,0.976,0.116,0.358,71701,0
0.168,0.555,0.012,0.398,71702,0
0.735,0.603,0.012,0.367,71703,0
0.637,0.614,0.128,0.426,71704,3
0.556,0.684,0.017,0.323,71705,0
0.823,0.722,0.208,0.494,71706,3
0.156,0.594,0.258,0.367,71707,3
0.531,0.724,0.013,0.369,71708,0
0.118,0.431,0.091,0.452,71709,1
0.157,0.466,0.013,0.479,71710,1
0.813,0.702,0.012,0.469,71711,1
0.768,0.084,0.012,0.257,71712,0
0.839,0.671,0.198,0.474,71713,3
0.123,0.37,0.021,0.301,71714,0
0.426,0.544,0.021,0.243,71715,0
0.445,0.522,0.012,0.349,71716,0
0.629,0.083,0.02,0.373,71717,0
0.767,0.085,0.012,0.221,71718,0
0.789,0.085,0.172,0.283,71719,0
0.715,0.55,0.864,0.48,71720,2
0.77,0.085,0.012,0.331,71721,0
0.592,0.904,0.028,0.438,71722,1
0.175,0.28,0.036,0.327,71723,0
0.731,0.093,0.012,0.224,71724,0
0.769,0.085,0.012,0.339,71725,0
0.555,0.547,0.012,0.302,71726,0
0.578,0.539,0.048,0.278,71727,0
0.626,0.595,0.016,0.316,71728,0
0.495,0.914,0.04,0.418,71729,1
0.151,0.481,0.023,0.39,71730,0
0.281,0.394,0.768,0.595,71731,2
0.468,0.909,0.017,0.432,71732,1
0.141,0.509,0.15,0.491,71733,3
0.214,0.273,0.012,0.324,71734,0
0.552,0.547,0.012,0.238,71735,0
0.236,0.246,0.088,0.281,71736,0
0.16,0.535,0.2,0.329,71737,3
0.79,0.725,0.287,0.471,71738,3
0.65,0.64,0.041,0.308,71739,0
0.765,0.084,0.012,0.303,71740,0
0.201,0.833,0.021,0.557,71741,1
0.627,0.139,0.012,0.474,71742,1
0.566,0.532,0.012,0.334,71743,0
0.637,0.654,0.076,0.711,71744,1
0.64,0.655,0.015,0.435,71745,1
0.641,0.657,0.012,0.356,71746,0
0.636,0.654,0.012,0.333,71747,0
0.627,0.139,0.012,0.338,71748,0
0.646,0.654,0.012,0.403,71749,1
0.559,0.861,0.012,0.307,71750,0
0.477,0.974,0.025,0.244,71751,0
0.091,0.405,0.067,0.38,71752,0
0.407,0.954,0.028,0.433,71753,1
0.638,0.654,0.012,0.433,71754,1
0.643,0.652,0.016,0.441,71755,1
0.17,0.559,0.012,0.268,71756,0
0.744,0.645,0.307,0.41,71757,3
0.159,0.467,0.013,0.255,71758,0
0.301,0.769,0.155,0.432,71759,3
0.57,0.554,0.012,0.23,71760,0
0.727,0.722,0.012,0.348,71761,0
0.162,0.468,0.012,0.513,71762,1
0.726,0.573,0.013,0.289,71763,0
0.158,0.467,0.012,0.264,71764,0
0.211,0.685,0.457,0.47,71765,2
0.728,0.043,0.033,0.512,71766,1
0.722,0.039,0.025,0.316,71767,0
0.501,0.843,0.016,0.354,71768,0
0.692,0.098,0.136,0.283,71769,0
0.175,0.581,0.024,0.279,71770,0
0.557,0.683,0.027,0.55,71771,1
0.766,0.085,0.012,0.308,71772,0
0.196,0.653,0.49,0.509,71773,2
0.086,0.485,0.02,0.296,71774,0
0.873,0.674,0.174,0.477,71775,3
0.636,0.653,0.036,0.487,71776,1
0.812,0.71,0.134,0.479,71777,3
0.159,0.467,0.012,0.292,71778,0
0.462,0.979,0.049,0.401,71779,0
0.158,0.467,0.012,0.319,71780,0
0.175,0.269,0.072,0.528,71781,1
0.64,0.608,0.152,0.34,71782,3
0.665,0.585,0.19,0.245,71783,0
0.214,0.273,0.012,0.247,71784,0
0.584,0.706,0.012,0.394,71785,0
0.172,0.496,0.029,0.397,71786,0
0.594,0.094,0.055,0.32,71787,0
0.209,0.736,0.259,0.574,71788,3
0.2,0.714,0.184,0.537,71789,3
0.32,0.787,0.175,0.414,71790,3
0.645,0.616,0.215,0.319,71791,3
0.73,0.666,0.012,0.38,71792,0
